Farm_ID,Crop,Soil_Type,Season,Irrigation_Type,Nitrogen,Phosphorus,Potassium,Soil_pH,Temperature_C,Humidity_%,Rainfall_mm,Soil_Moisture_%,Farm_Area_ha,Water_Availability_L,Water_Requirement_mm,Yield_ton_per_ha,Water_Efficiency
2512,Rice,Alluvial,Kharif,Furrow,98,35,58,5.97,26.71,84.55,1552.55,63.66,586.99,5854451740.46,1711.41,4.74,0.00277
2513,Sugarcane,Loamy,Kharif,Furrow,146,57,62,7.01,30.6,68.6,1109.96,83.12,1.92,5507563.65,2165.93,88.97,0.04108
2514,Millet,Loamy,Zaid,Drip,60,15,48,7.27,27.33,32.3,225.19,20.71,5.53,69768723.71,436.35,2.18,0.005
2515,Sugarcane,Alluvial,Kharif,Furrow,133,58,76,7.12,24.12,74.0,926.7,65.02,9.83,141076446.97,1750.62,61.11,0.03491
2516,Cotton,Black,Kharif,Drip,95,38,37,6.32,23.2,63.74,600.31,37.55,4.4,14489760.39,704.29,2.83,0.00402
2517,Wheat,Clay,Rabi,Sprinkler,74,55,34,6.79,13.61,54.56,195.72,53.15,4.97,55339748.02,571.27,5.07,0.00887
2518,Wheat,Loamy,Rabi,Flood,98,35,34,6.4,16.71,53.95,183.46,47.09,2.87,14894889.38,493.13,5.55,0.01125
2519,Groundnut,Red,Rabi,Drip,52,28,33,5.98,27.92,73.1,657.51,33.16,7.97,41330904.31,472.96,2.15,0.00455
2520,Sugarcane,Black,Zaid,Furrow,120,60,107,6.06,35.3,72.03,830.53,82.25,5.15,74016687.56,1903.14,70.72,0.03716
2521,Tomato,Laterite,Kharif,Sprinkler,84,59,46,5.65,28.4,65.01,520.89,56.38,74.86,850828290.29,422.08,49.78,0.11794
2522,Millet,Sandy,Zaid,Sprinkler,81,48,57,5.84,25.24,36.87,372.34,41.78,5.16,18098065.22,439.65,2.37,0.00539
2523,Sugarcane,Loamy,Kharif,Flood,153,52,59,7.09,25.69,78.89,822.93,71.7,57.02,488751443.37,2220.97,52.03,0.02343
2524,Groundnut,Loamy,Rabi,Sprinkler,56,48,32,6.17,27.47,69.5,664.51,36.14,94.59,575545878.7,517.59,2.84,0.00549
2525,Millet,Loamy,Kharif,Drip,59,33,47,6.63,35.31,30.61,371.69,28.66,688.52,3081561203.4,455.72,1.76,0.00386
2526,Millet,Red,Kharif,Rainfed,64,15,39,5.72,33.01,54.46,177.47,21.22,49.11,638716099.4,265.57,1.59,0.00599
2527,Cotton,Loamy,Kharif,Sprinkler,79,51,74,7.8,30.87,45.0,686.38,40.41,5.51,19727744.69,1130.91,2.56,0.00226
2528,Wheat,Clay,Rabi,Sprinkler,64,60,63,6.78,21.68,61.39,152.0,59.01,4.39,22855895.87,490.34,3.24,0.00661
2529,Rice,Loamy,Kharif,Flood,126,59,57,6.58,26.5,85.59,813.44,60.43,7.0,75962601.25,1541.03,4.64,0.00301
2530,Cotton,Black,Kharif,Sprinkler,91,61,72,7.85,21.92,59.86,961.62,43.07,8.64,81641665.8,667.44,1.64,0.00246
2531,Sugarcane,Alluvial,Kharif,Furrow,139,40,60,7.35,32.31,86.81,1419.95,74.09,69.98,555722720.87,1709.65,59.92,0.03505
2532,Groundnut,Sandy,Rabi,Sprinkler,60,40,41,6.56,29.35,74.79,501.6,56.17,4.06,32332315.56,415.61,1.8,0.00433
2533,Rice,Loamy,Kharif,Flood,99,65,65,5.74,30.02,91.44,1534.93,86.83,5.15,72245592.69,1376.6,3.33,0.00242
2534,Tomato,Loamy,Kharif,Furrow,60,57,40,6.78,22.07,75.91,571.22,40.16,4.15,42364582.75,432.18,43.17,0.09989
2535,Maize,Black,Kharif,Furrow,115,42,61,6.35,20.06,51.98,436.91,68.62,407.51,5360389804.9,664.26,5.14,0.00774
2536,Cotton,Alluvial,Kharif,Furrow,88,29,45,7.79,31.76,67.58,877.85,53.38,216.02,1510450413.96,1038.36,2.79,0.00269
2537,Maize,Red,Rabi,Rainfed,102,58,44,6.03,27.33,56.44,356.05,55.41,616.06,3462857600.81,774.64,4.12,0.00532
2538,Wheat,Clay,Rabi,Flood,103,48,62,7.11,11.57,50.69,58.84,53.58,5.87,40658570.42,427.78,4.59,0.01073
2539,Rice,Clay,Kharif,Drip,97,36,55,6.77,25.18,76.71,1283.97,77.95,8.8,46958890.35,1467.91,4.74,0.00323
2540,Groundnut,Red,Kharif,Sprinkler,43,35,38,5.87,24.88,63.8,379.08,32.67,110.8,1227167508.01,622.55,2.74,0.0044
2541,Cotton,Loamy,Kharif,Furrow,108,46,76,7.53,28.72,71.92,946.53,50.91,6.96,74001608.54,923.36,1.62,0.00175
2542,Groundnut,Red,Kharif,Sprinkler,26,59,65,5.92,24.11,51.73,509.96,31.25,1.91,17702207.69,661.25,1.76,0.00266
2543,Groundnut,Laterite,Rabi,Drip,50,51,57,6.43,25.36,66.43,399.91,36.59,2.33,9210786.58,558.18,2.17,0.00389
2544,Millet,Sandy,Zaid,Sprinkler,74,26,41,6.45,26.21,45.98,159.79,44.26,2.07,24107003.53,379.86,2.03,0.00534
2545,Wheat,Clay,Rabi,Sprinkler,69,47,51,6.41,11.45,50.38,200.2,40.62,6.04,66052134.57,526.99,4.27,0.0081
2546,Millet,Sandy,Kharif,Drip,60,43,41,7.42,34.49,43.4,346.04,20.51,93.29,1056963410.04,413.03,1.59,0.00385
2547,Wheat,Loamy,Rabi,Furrow,70,63,31,7.42,12.13,41.0,162.72,33.41,7.43,68124576.25,511.42,4.51,0.00882
2548,Rice,Loamy,Kharif,Drip,128,40,44,6.33,32.86,80.47,1299.33,75.05,57.75,776307290.25,1306.5,4.94,0.00378
2549,Cotton,Loamy,Kharif,Sprinkler,67,49,44,6.18,27.81,61.1,691.88,39.47,7.07,62249430.98,713.2,1.86,0.00261
2550,Sugarcane,Alluvial,Kharif,Furrow,139,73,108,6.81,35.62,74.78,1080.6,82.13,9.77,42830301.11,2427.41,68.26,0.02812
2551,Sugarcane,Black,Kharif,Flood,151,81,52,6.92,34.68,88.29,804.1,82.21,5.58,31363516.51,1549.01,62.68,0.04046
2552,Tomato,Alluvial,Rabi,Sprinkler,67,64,58,6.78,18.41,59.69,439.04,54.76,0.9,12416920.29,550.79,64.38,0.11689
2553,Millet,Red,Zaid,Drip,72,21,49,7.04,33.54,30.24,257.35,41.7,8.02,42515930.02,332.69,2.62,0.00788
2554,Cotton,Loamy,Kharif,Sprinkler,112,48,33,7.13,30.93,50.41,644.31,56.0,21.67,270922548.15,1005.01,2.04,0.00203
2555,Tomato,Red,Kharif,Drip,51,61,45,6.49,18.39,59.39,322.93,47.56,5.51,34500526.33,390.69,36.87,0.09437
2556,Wheat,Loamy,Rabi,Furrow,119,38,35,6.94,16.03,48.62,220.82,49.92,2.74,21727506.49,512.5,5.78,0.01128
2557,Cotton,Black,Kharif,Furrow,78,45,46,5.96,26.39,46.57,682.6,64.03,3.13,8579543.03,972.85,3.62,0.00372
2558,Maize,Black,Kharif,Drip,105,44,50,6.8,22.4,50.65,607.61,44.8,20.28,67829988.14,790.86,6.28,0.00794
2559,Tomato,Alluvial,Rabi,Drip,69,51,55,6.5,19.19,77.23,257.46,63.25,0.76,7513228.23,440.08,52.85,0.12009
2560,Rice,Loamy,Kharif,Furrow,130,38,54,6.16,27.26,86.28,1508.53,70.66,2.43,9281844.16,1478.76,5.22,0.00353
2561,Wheat,Clay,Rabi,Sprinkler,68,46,37,6.1,15.72,62.73,232.02,43.03,71.93,578518026.96,551.14,4.41,0.008
2562,Rice,Loamy,Kharif,Drip,83,44,44,6.71,24.42,77.54,826.64,63.91,5.0,12742000.66,1652.32,3.26,0.00197
2563,Cotton,Alluvial,Kharif,Drip,74,40,37,6.2,29.28,50.12,819.42,62.47,0.31,2311927.92,751.58,2.65,0.00353
2564,Millet,Loamy,Kharif,Drip,41,39,34,5.78,32.49,43.75,370.3,33.76,6.97,62170337.0,338.03,2.46,0.00728
2565,Cotton,Alluvial,Kharif,Furrow,90,47,36,6.04,27.85,47.49,617.08,40.68,8.34,98482735.27,963.94,3.5,0.00363
2566,Groundnut,Loamy,Kharif,Rainfed,57,29,56,6.06,24.78,74.07,422.26,57.44,62.74,472574998.95,500.03,2.16,0.00432
2567,Maize,Alluvial,Kharif,Rainfed,121,44,45,6.48,31.96,60.63,711.3,48.32,7.91,26751658.35,548.05,5.6,0.01022
2568,Groundnut,Loamy,Rabi,Rainfed,55,42,53,5.88,31.26,72.86,530.84,36.53,56.93,455203601.35,556.22,1.95,0.00351
2569,Sugarcane,Loamy,Zaid,Flood,138,51,90,6.99,33.4,78.56,1474.83,66.51,6.11,28100745.59,1688.66,76.18,0.04511
2570,Maize,Red,Rabi,Sprinkler,95,41,66,6.02,24.62,61.59,540.2,52.31,0.35,2946524.73,685.31,5.35,0.00781
2571,Wheat,Clay,Rabi,Furrow,72,48,66,6.36,23.81,46.52,244.29,42.6,9.4,109299888.41,566.34,2.48,0.00438
2572,Groundnut,Laterite,Kharif,Sprinkler,50,25,64,6.3,28.43,69.2,525.08,36.54,6.39,90282172.0,429.93,2.74,0.00637
2573,Cotton,Alluvial,Kharif,Sprinkler,73,44,39,7.55,22.36,54.21,729.29,45.22,1.59,9148677.13,718.81,1.68,0.00234
2574,Wheat,Loamy,Rabi,Sprinkler,85,48,70,6.1,22.56,57.63,229.67,59.5,24.36,228239254.48,617.72,4.57,0.0074
2575,Groundnut,Laterite,Rabi,Drip,67,28,61,6.21,29.76,74.77,655.66,39.35,5.47,58349153.49,488.39,3.0,0.00614
2576,Cotton,Black,Kharif,Furrow,71,43,36,7.29,29.25,72.17,871.33,46.91,41.27,426288400.47,673.18,1.59,0.00236
2577,Maize,Black,Rabi,Drip,127,45,36,6.32,31.36,52.4,302.17,43.11,7.48,28032815.28,812.55,3.61,0.00444
2578,Tomato,Loamy,Zaid,Drip,78,71,69,6.28,20.93,66.73,278.61,41.47,201.79,1557712813.75,480.98,42.86,0.08911
2579,Tomato,Alluvial,Kharif,Sprinkler,98,52,57,6.44,24.52,75.92,527.79,41.54,966.9,7855230626.35,555.99,44.48,0.08
2580,Sugarcane,Black,Zaid,Flood,126,79,105,6.18,29.76,68.88,926.42,71.5,17.11,167125032.39,2250.58,92.6,0.04114
2581,Groundnut,Red,Kharif,Rainfed,29,51,45,6.69,29.12,61.24,511.62,58.95,828.65,10951199468.05,473.84,2.02,0.00426
2582,Maize,Alluvial,Rabi,Rainfed,99,59,50,6.48,31.14,74.28,364.96,61.17,2.91,42709559.68,579.06,4.41,0.00762
2583,Millet,Loamy,Kharif,Sprinkler,61,29,47,5.7,25.89,36.93,169.6,42.46,8.98,46693132.87,259.16,2.66,0.01026
2584,Maize,Alluvial,Kharif,Furrow,125,48,51,5.82,30.4,67.36,717.18,68.91,7.17,27204736.09,696.47,4.09,0.00587
2585,Sugarcane,Clay,Kharif,Furrow,101,42,106,7.43,31.81,87.9,1241.12,85.66,8.14,119683756.04,2322.29,99.02,0.04264
2586,Wheat,Loamy,Rabi,Furrow,71,38,52,6.67,19.75,55.39,63.49,44.46,6.42,60642438.44,516.57,4.85,0.00939
2587,Sugarcane,Alluvial,Kharif,Flood,104,49,108,7.22,26.38,91.85,1402.46,75.63,3.43,36168216.44,1602.61,92.09,0.05746
2588,Sugarcane,Loamy,Kharif,Flood,100,45,95,7.12,31.34,90.36,1037.91,77.39,0.27,1186747.12,1706.65,68.09,0.0399
2589,Wheat,Loamy,Rabi,Flood,73,43,42,6.23,20.03,59.54,239.0,57.61,2.81,40373300.97,489.35,5.6,0.01144
2590,Sugarcane,Alluvial,Zaid,Drip,137,63,69,6.01,24.08,81.38,863.61,74.36,87.55,691532584.57,1621.26,73.57,0.04538
2591,Groundnut,Loamy,Kharif,Rainfed,51,48,75,5.97,22.71,59.7,531.3,41.62,6.95,92568259.55,420.83,2.83,0.00672
2592,Wheat,Loamy,Rabi,Drip,115,33,60,6.08,11.36,59.31,238.17,34.0,55.51,467138248.76,484.44,2.74,0.00566
2593,Wheat,Alluvial,Rabi,Sprinkler,68,37,62,6.97,14.29,68.41,129.5,34.23,7.58,45778029.95,406.52,5.89,0.01449
2594,Tomato,Laterite,Rabi,Sprinkler,64,41,81,6.66,22.54,76.6,569.08,61.01,3.2,44084476.5,399.83,69.76,0.17447
2595,Wheat,Loamy,Rabi,Drip,63,33,58,7.42,19.12,41.41,52.98,45.12,3.63,45450399.77,662.44,5.53,0.00835
2596,Millet,Loamy,Kharif,Rainfed,81,25,47,7.38,31.76,51.06,154.65,31.39,3.21,39926984.37,447.81,3.0,0.0067
2597,Tomato,Loamy,Zaid,Drip,72,64,73,5.93,27.58,76.87,340.02,42.78,3.06,22596183.15,398.69,55.31,0.13873
2598,Maize,Alluvial,Kharif,Sprinkler,108,31,44,6.24,23.41,68.7,441.81,67.51,6.42,30043461.33,674.52,4.82,0.00715
2599,Sugarcane,Alluvial,Kharif,Drip,96,45,88,7.64,30.35,86.05,954.75,74.05,1.39,7589392.44,1700.21,101.78,0.05986
2600,Tomato,Loamy,Rabi,Drip,59,56,45,5.71,20.43,61.06,278.86,37.63,7.51,47423085.63,433.9,69.54,0.16027
2601,Sugarcane,Clay,Kharif,Furrow,95,43,65,6.53,22.1,81.57,1195.0,69.61,4.75,54267165.12,2135.2,72.4,0.03391
2602,Millet,Loamy,Kharif,Drip,44,15,53,5.95,34.98,59.15,225.76,40.04,785.22,10239361246.41,346.24,1.47,0.00425
2603,Rice,Alluvial,Kharif,Drip,112,61,51,6.56,28.32,78.66,1492.42,68.75,1.43,12860763.73,1356.34,3.46,0.00255
2604,Tomato,Laterite,Kharif,Furrow,51,50,53,5.64,25.37,62.11,458.98,49.69,5.18,44697351.77,445.9,37.72,0.08459
2605,Groundnut,Red,Rabi,Rainfed,51,41,49,6.83,26.18,65.76,370.65,51.3,6.12,51099587.95,424.89,1.52,0.00358
2606,Millet,Loamy,Zaid,Drip,55,30,22,5.77,30.48,38.89,228.31,36.08,35.04,281319600.18,275.46,2.62,0.00951
2607,Maize,Alluvial,Kharif,Furrow,115,51,60,7.01,20.37,79.43,783.41,41.07,0.25,2434184.2,521.69,5.32,0.0102
2608,Sugarcane,Black,Kharif,Drip,94,78,54,6.84,33.18,68.02,1166.61,87.5,1.66,18232034.83,1867.21,81.0,0.04338
2609,Cotton,Black,Kharif,Drip,73,33,73,5.85,26.5,52.15,513.55,41.5,4.46,60093554.52,907.56,2.35,0.00259
2610,Sugarcane,Clay,Zaid,Flood,135,82,89,6.93,26.27,92.09,1094.36,77.13,4.68,57326992.76,1777.36,81.13,0.04565
2611,Sugarcane,Black,Kharif,Flood,133,83,75,6.25,26.44,92.17,950.53,69.53,4.89,52567341.61,2048.38,58.6,0.02861
2612,Rice,Alluvial,Kharif,Furrow,111,41,46,6.33,28.05,94.51,1428.45,81.01,4.53,62753758.02,1556.99,5.74,0.00369
2613,Cotton,Black,Kharif,Sprinkler,92,38,64,6.68,21.12,66.1,967.02,60.79,7.19,66591515.7,847.36,1.54,0.00182
2614,Rice,Clay,Kharif,Furrow,115,60,45,6.41,33.45,88.19,859.53,73.96,23.31,308897269.21,1553.16,3.16,0.00203
2615,Cotton,Black,Kharif,Drip,101,28,74,7.55,34.05,68.48,759.01,49.31,6.47,41011337.46,834.63,3.26,0.00391
2616,Wheat,Alluvial,Rabi,Furrow,66,59,41,7.03,10.46,55.59,67.09,52.85,2.37,14862244.96,542.92,4.06,0.00748
2617,Maize,Loamy,Rabi,Sprinkler,75,62,33,6.07,22.59,53.79,359.12,66.37,0.74,2349760.31,802.44,5.65,0.00704
2618,Groundnut,Red,Rabi,Drip,34,48,54,6.77,29.65,71.96,540.72,36.41,3.89,21973011.4,544.03,3.14,0.00577
2619,Tomato,Loamy,Rabi,Sprinkler,109,35,43,5.81,23.68,51.14,237.17,62.02,0.4,5150038.84,642.1,47.48,0.07394
2620,Maize,Red,Rabi,Sprinkler,79,37,69,6.75,26.29,61.77,569.64,47.49,4.23,49635114.29,719.34,6.77,0.00941
2621,Wheat,Clay,Rabi,Furrow,94,55,37,7.05,22.29,42.83,229.19,58.24,6.61,41613715.01,582.89,2.65,0.00455
2622,Tomato,Alluvial,Rabi,Drip,94,48,68,6.18,22.66,62.36,381.24,49.32,7.8,97452730.69,529.03,54.26,0.10257
2623,Millet,Sandy,Kharif,Rainfed,67,20,51,5.97,29.84,57.61,184.99,30.0,5.91,19698165.62,248.37,2.95,0.01188
2624,Millet,Loamy,Kharif,Sprinkler,54,36,36,6.87,25.93,60.09,382.63,29.74,12.61,79214089.51,339.01,2.84,0.00838
2625,Millet,Sandy,Zaid,Drip,83,50,51,6.39,31.02,49.29,196.97,34.58,752.84,4077106393.23,369.66,1.85,0.005
2626,Wheat,Clay,Rabi,Flood,98,35,55,7.26,16.69,45.16,94.95,44.29,1.26,8465913.1,553.49,6.09,0.011
2627,Groundnut,Loamy,Kharif,Rainfed,64,43,38,6.78,26.8,73.15,562.87,36.12,534.57,4992201213.19,510.88,3.1,0.00607
2628,Tomato,Loamy,Rabi,Drip,107,54,83,5.99,24.82,60.53,525.42,63.44,74.41,307304568.0,564.34,49.31,0.08738
2629,Millet,Sandy,Zaid,Drip,90,19,49,6.68,25.39,41.23,296.45,36.04,2.96,12784935.45,269.24,2.19,0.00813
2630,Millet,Red,Kharif,Rainfed,79,42,60,7.22,35.44,32.64,363.25,22.13,1.2,13741793.46,433.7,2.85,0.00657
2631,Groundnut,Red,Kharif,Sprinkler,51,60,65,6.81,30.7,67.33,474.56,45.74,92.16,516058744.54,659.19,1.77,0.00269
2632,Rice,Alluvial,Kharif,Drip,122,38,62,6.32,31.56,92.63,826.27,70.92,5.16,51297182.87,1436.85,5.75,0.004
2633,Sugarcane,Clay,Kharif,Flood,147,44,75,7.73,26.87,87.22,1536.34,67.22,0.92,3751468.25,1736.42,67.4,0.03882
2634,Millet,Sandy,Zaid,Rainfed,76,47,33,6.46,26.4,54.44,245.3,23.38,7.29,45410421.4,306.98,2.59,0.00844
2635,Sugarcane,Black,Zaid,Furrow,149,77,88,7.09,27.27,86.55,1327.36,67.42,4.14,26594466.98,2141.67,87.96,0.04107
2636,Wheat,Clay,Rabi,Sprinkler,79,54,36,7.11,18.84,64.76,185.79,54.52,3.8,37054087.14,579.69,3.02,0.00521
2637,Cotton,Loamy,Kharif,Sprinkler,87,34,67,6.38,30.16,70.23,532.58,52.34,2.84,27874028.1,926.39,2.93,0.00316
2638,Tomato,Loamy,Rabi,Sprinkler,88,46,69,6.18,18.94,67.73,262.65,64.88,19.1,269190392.9,463.99,59.06,0.12729
2639,Rice,Clay,Kharif,Furrow,100,43,69,6.27,28.86,72.92,758.65,84.09,27.08,238679304.44,1631.75,4.02,0.00246
2640,Wheat,Loamy,Rabi,Sprinkler,82,51,53,7.28,21.15,48.61,166.03,57.07,8.03,88969713.57,484.34,3.46,0.00714
2641,Millet,Red,Kharif,Sprinkler,77,39,29,5.54,34.62,49.13,244.08,37.58,6.57,34655060.72,462.24,3.24,0.00701
2642,Millet,Red,Kharif,Drip,67,25,23,6.96,29.86,57.78,340.72,20.07,9.33,116813402.82,389.91,2.61,0.00669
2643,Wheat,Alluvial,Rabi,Furrow,103,33,62,6.13,11.37,47.65,234.51,52.5,805.04,3290218885.79,549.72,3.4,0.00618
2644,Rice,Loamy,Kharif,Flood,101,45,51,6.26,26.77,77.78,1118.44,85.36,99.61,798836234.73,1644.63,6.43,0.00391
2645,Maize,Red,Rabi,Sprinkler,119,60,43,5.82,21.58,53.21,315.91,61.44,69.95,227087624.24,660.97,3.93,0.00595
2646,Millet,Loamy,Zaid,Drip,31,41,61,6.12,26.04,30.09,333.45,35.52,7.84,52004585.98,321.34,3.28,0.01021
2647,Wheat,Clay,Rabi,Drip,92,50,60,7.43,13.98,40.64,96.18,31.32,97.77,1376253183.45,607.51,3.98,0.00655
2648,Millet,Sandy,Kharif,Drip,49,25,63,6.5,28.6,33.76,429.57,23.09,5.37,29168127.08,402.63,1.59,0.00395
2649,Wheat,Clay,Rabi,Sprinkler,96,63,54,6.47,15.64,41.37,109.16,56.48,6.83,24003110.33,638.56,4.78,0.00749
2650,Wheat,Clay,Rabi,Flood,98,35,38,6.05,22.67,53.2,62.16,47.34,3.01,29155799.92,551.98,3.71,0.00672
2651,Cotton,Loamy,Kharif,Drip,57,62,62,7.4,28.1,46.9,551.61,63.34,6.94,96380891.33,1084.55,2.31,0.00213
2652,Rice,Clay,Kharif,Furrow,140,63,38,6.57,26.72,93.43,1469.2,82.87,4.73,53768486.3,1120.75,3.3,0.00294
2653,Rice,Loamy,Kharif,Furrow,95,36,43,6.52,28.01,83.36,808.62,70.02,6.96,102977586.26,1445.78,3.82,0.00264
2654,Sugarcane,Black,Kharif,Drip,118,84,106,7.59,28.78,68.71,1067.9,77.62,1.93,6616061.06,2502.31,116.57,0.04658
2655,Maize,Red,Kharif,Drip,77,49,41,6.85,21.83,56.82,353.47,61.87,87.35,940145331.12,617.82,5.73,0.00927
2656,Maize,Alluvial,Kharif,Sprinkler,115,50,35,6.21,26.43,57.93,552.96,68.58,9.03,44429868.61,591.99,6.12,0.01034
2657,Wheat,Clay,Rabi,Furrow,64,46,64,6.87,18.54,42.05,132.98,51.63,311.85,3406685576.64,591.69,4.8,0.00811
2658,Millet,Red,Kharif,Rainfed,80,16,29,7.43,29.47,34.07,156.38,30.31,95.7,687280955.21,462.11,2.25,0.00487
2659,Groundnut,Red,Rabi,Drip,39,43,35,6.45,23.86,51.49,647.3,53.96,45.86,377107413.37,425.46,2.23,0.00524
2660,Wheat,Alluvial,Rabi,Furrow,81,45,61,6.53,23.82,42.22,194.08,57.87,72.26,786951725.07,516.19,4.52,0.00876
2661,Groundnut,Red,Kharif,Drip,50,25,44,5.57,24.93,74.66,679.1,50.55,0.57,7013739.79,443.07,2.14,0.00483
2662,Tomato,Red,Zaid,Furrow,79,74,44,6.88,21.4,61.49,332.28,44.86,0.87,9939616.19,633.62,70.27,0.1109
2663,Cotton,Alluvial,Kharif,Drip,107,31,65,7.39,28.01,45.69,626.59,60.16,7.36,53576410.03,1082.67,3.59,0.00332
2664,Millet,Loamy,Kharif,Rainfed,39,25,26,6.35,27.58,42.02,389.87,35.37,6.93,35400127.88,295.62,2.61,0.00883
2665,Rice,Clay,Kharif,Furrow,99,54,37,6.05,29.69,85.04,658.51,73.61,0.61,6431371.36,1371.28,3.44,0.00251
2666,Cotton,Loamy,Kharif,Sprinkler,118,60,80,6.59,30.53,64.06,583.58,46.65,5.84,26829356.22,949.13,2.54,0.00268
2667,Sugarcane,Clay,Zaid,Flood,155,47,57,6.34,25.58,87.53,1219.53,75.11,8.16,35291104.82,1722.93,75.53,0.04384
2668,Tomato,Laterite,Kharif,Furrow,67,51,75,6.22,25.37,51.0,225.6,63.15,2.16,31734419.0,445.49,30.36,0.06815
2669,Tomato,Red,Rabi,Sprinkler,64,45,74,6.91,19.4,73.22,332.71,55.39,96.0,1305229596.26,474.99,53.21,0.11202
2670,Sugarcane,Loamy,Zaid,Furrow,108,63,109,7.47,27.77,83.0,1285.62,83.24,5.3,42680172.13,2051.04,99.07,0.0483
2671,Maize,Black,Rabi,Rainfed,119,52,51,6.01,24.48,75.2,758.37,48.01,941.89,13546169606.95,606.34,4.99,0.00823
2672,Wheat,Alluvial,Rabi,Drip,112,43,54,6.16,13.25,46.4,174.41,51.27,88.75,1236760845.31,581.71,3.58,0.00615
2673,Sugarcane,Loamy,Kharif,Drip,141,73,103,6.23,25.17,68.08,1569.1,73.99,7.06,101546226.22,1846.56,51.17,0.02771
2674,Millet,Sandy,Kharif,Drip,72,38,63,7.08,34.1,40.47,285.55,23.4,95.77,1209452506.8,420.74,2.78,0.00661
2675,Rice,Alluvial,Kharif,Flood,117,41,37,5.89,28.6,92.52,972.94,68.68,29.37,208014557.34,1496.71,6.27,0.00419
2676,Rice,Clay,Kharif,Furrow,92,67,43,6.53,25.53,73.52,1028.45,69.74,90.12,1029577017.79,1285.78,5.59,0.00435
2677,Tomato,Laterite,Rabi,Furrow,107,39,42,6.78,28.97,78.19,243.12,61.47,2.0,7252756.12,497.05,28.51,0.05736
2678,Maize,Red,Kharif,Furrow,126,57,69,7.09,23.05,68.63,549.85,54.88,86.22,659529292.61,483.05,5.98,0.01238
2679,Tomato,Laterite,Zaid,Furrow,106,62,89,5.75,19.08,76.8,402.65,51.18,75.77,777978223.36,393.8,51.83,0.13162
2680,Groundnut,Loamy,Rabi,Rainfed,53,25,56,5.54,25.44,61.45,525.08,32.98,6.7,48409804.43,571.96,1.84,0.00322
2681,Wheat,Loamy,Rabi,Drip,74,37,64,6.37,19.05,56.07,83.73,50.45,609.57,3702328861.4,575.61,4.44,0.00771
2682,Rice,Alluvial,Kharif,Furrow,96,50,61,5.6,28.59,89.79,1144.58,76.96,0.22,640914.31,1682.78,6.76,0.00402
2683,Tomato,Loamy,Zaid,Drip,103,40,85,6.03,28.37,51.11,305.07,43.37,9.1,58141894.63,643.77,40.01,0.06215
2684,Tomato,Laterite,Rabi,Drip,52,49,58,5.95,29.0,56.62,362.06,55.46,13.19,92973024.32,676.52,35.09,0.05187
2685,Sugarcane,Alluvial,Kharif,Furrow,105,72,52,6.13,26.95,91.86,1302.49,76.02,6.6,44067233.93,1437.21,84.57,0.05884
2686,Groundnut,Red,Rabi,Drip,58,40,64,6.53,27.87,59.19,642.15,57.49,281.86,2587969103.99,542.73,2.46,0.00453
2687,Sugarcane,Clay,Kharif,Flood,131,79,60,6.29,25.84,69.29,1064.31,63.5,6.09,22250321.48,2140.58,108.61,0.05074
2688,Wheat,Clay,Rabi,Furrow,67,37,57,7.33,23.27,55.36,105.49,54.84,46.0,649515784.75,675.35,4.76,0.00705
2689,Cotton,Loamy,Kharif,Furrow,116,36,53,6.23,30.18,64.6,745.66,42.82,7.58,34737359.26,1066.08,3.59,0.00337
2690,Wheat,Loamy,Rabi,Flood,72,35,50,7.39,11.24,42.69,241.74,34.77,0.27,3470868.29,481.0,3.85,0.008
2691,Cotton,Alluvial,Kharif,Furrow,77,54,64,6.51,27.14,74.81,887.14,51.62,64.08,494851156.88,765.2,1.96,0.00256
2692,Groundnut,Loamy,Rabi,Drip,69,38,60,6.18,25.6,72.67,476.11,52.69,7.7,110111840.81,449.13,1.7,0.00379
2693,Tomato,Alluvial,Kharif,Drip,64,58,65,6.82,20.6,52.62,538.58,45.5,9.22,102824180.24,570.02,65.55,0.115
2694,Wheat,Clay,Rabi,Flood,111,63,48,6.24,20.08,59.52,59.42,56.98,5.24,24267086.52,637.69,3.81,0.00597
2695,Maize,Red,Kharif,Sprinkler,100,32,70,6.42,24.78,78.05,630.75,44.91,0.29,4131395.5,583.88,6.29,0.01077
2696,Cotton,Black,Kharif,Drip,64,47,35,6.54,34.95,64.77,638.14,57.14,2.45,28638831.36,1121.43,2.26,0.00202
2697,Rice,Alluvial,Kharif,Drip,97,49,53,5.75,24.75,91.29,1456.5,67.29,22.9,257978408.52,1423.8,4.42,0.0031
2698,Maize,Red,Rabi,Drip,110,45,67,7.1,28.47,62.57,797.85,53.48,3.61,44145446.29,574.38,3.24,0.00564
2699,Cotton,Black,Kharif,Drip,78,32,74,6.06,29.07,73.02,535.8,45.49,4.29,47795422.75,1022.54,2.63,0.00257
2700,Millet,Loamy,Zaid,Drip,85,36,25,7.07,33.03,53.56,341.42,23.11,88.85,1284865666.25,358.51,1.81,0.00505
2701,Cotton,Black,Kharif,Furrow,109,25,42,6.28,28.75,53.41,844.07,63.36,9.86,124591155.01,1050.78,2.09,0.00199
2702,Sugarcane,Loamy,Zaid,Furrow,120,71,104,6.42,22.23,86.16,718.85,73.48,3.8,52317119.48,2102.83,76.76,0.0365
